990	310
1000	300
1049.08	40
1051.23	38
1053.61	36
1056.24	34
1059.2	32
1062.54	30
1064.38	29
1066.35	28
1068.47	27
1070.75	26
1073.21	25
1075.87	24
1078.77	23
1081.92	22
1085.36	21
1089.13	20
1093.29	19
1097.9	18
1103.02	17
1108.78	16
1115.29	15
1122.72	14
1131.3	13
1141.28	12
1153.01	11
1166.92	10
1183.73	9
1204.75	8
1231.55	7
1266.58	6
1288.79	5.5
1315.07	5
1327.08	4.8
1340.08	4.6
1354.2	4.4
1369.58	4.2
1386.41	4
1404.9	3.8
1425.32	3.6
1447.99	3.4
1473.34	3.2
1501.9	3
1534.38	2.8
1571.69	2.6
1615.01	2.4
1665.9	2.2
1726.4	2
1799.38	1.8
1889.42	1.6
2005.18	1.4
2162.93	1.2
2211.3	1.15
2263.65	1.1
2320.08	1.05
2380.77	1
2446.94	0.95
2523.01	0.9
2609.1	0.85
2704.6	0.8
2812.42	0.75
2936.57	0.7
3080.73	0.65
3250.53	0.6
3453.5	0.55
3700.52	0.5
3815.03	0.48
3940.33	0.46
4078.03	0.44
4230.02	0.42
4398.49	0.4
4586.35	0.38
4797.02	0.36
5034.68	0.34
5304.98	0.32
5615.03	0.3
5974.48	0.28
6396.63	0.26
6900.16	0.24
7512.68	0.22
8277.06	0.2
8735.86	0.19
9261.11	0.18
9868.6	0.17
10579.6	0.16
11421.6	0.15
12431.6	0.14
13658.2	0.13
15165.5	0.12
17039.1	0.11
19400.5	0.1
20820.3	0.095
22443.7	0.09
24330.7	0.085
26563.6	0.08
29253.3	0.075
32601.3	0.07
37123.9	0.065
43515.8	0.06
52106.7	0.055
63765.1	0.05
