0.005317 -0.851662 5.710000 
0.006450 -0.878323 5.540000 
0.007759 -1.344894 4.790000 
0.007659 1.068747 5.580000 
0.008541 -0.052587 5.130000 
0.009136 -0.104713 4.400000 
0.010044 0.472918 5.800000 
0.010770 -0.518473 5.040000 
0.011466 0.148351 5.700000 
0.011968 1.153841 5.840000 
0.016905 -0.302319 4.550000 
0.019058 1.087330 5.870000 
0.019479 -0.288235 5.780000 
0.020227 -0.183173 4.940000 
0.021168 -1.246621 5.590000 
0.021132 1.172469 5.690000 
0.022874 1.070337 5.800000 
0.023863 -0.099364 4.620000 
0.025448 0.234059 5.550000 
0.028190 -0.856291 5.710000 
0.028730 1.120635 5.570000 
0.034541 -0.392598 5.940000 
0.035755 -0.584952 5.660000 
0.036764 -0.153757 5.990000 
0.037181 0.507966 2.060000 
0.040027 0.318106 5.560000 
0.040660 1.032568 2.280000 
0.041392 -0.488233 5.440000 
0.041668 -0.798206 3.880000 
0.044702 -1.434980 5.280000 
0.044374 0.194782 5.540000 
0.045587 -0.091352 5.850000 
0.045628 0.804340 5.030000 
0.047331 -0.219308 5.870000 
0.049733 -0.269715 4.900000 
0.051088 -0.484948 5.410000 
0.051790 -0.612943 5.240000 
0.053670 -0.312830 5.270000 
0.058334 0.265252 2.830000 
0.059228 -1.483405 5.790000 
0.059559 0.716434 5.720000 
0.060382 -0.453925 5.950000 
0.063677 -0.135542 5.150000 
0.064300 0.352920 4.800000 
0.064464 -0.330189 4.460000 
0.065632 -0.166767 5.770000 
0.071046 -0.548595 5.650000 
0.074594 1.074159 5.740000 
0.075171 0.675355 4.620000 
0.075439 0.837063 5.860000 
0.080563 0.642257 4.510000 
0.081912 0.550318 5.880000 
0.085350 -0.153753 3.550000 
0.088208 -1.132064 4.230000 
0.089632 0.540167 5.880000 
0.090456 0.143198 5.380000 
0.090756 -1.214983 5.500000 
0.091169 0.574645 5.810000 
0.092755 0.662909 5.160000 
0.094438 -1.351191 5.970000 
0.094482 -0.505572 5.170000 
0.095576 -0.349826 5.720000 
0.106478 0.908134 5.590000 
0.108823 1.079354 5.390000 
0.110172 0.926055 5.730000 
0.111424 0.034106 5.770000 
0.113055 -1.348176 2.820000 
0.114921 -0.762114 3.950000 
0.115272 -0.738135 2.400000 
0.119459 -0.445630 5.980000 
0.122441 -0.575834 4.870000 
0.122972 0.312539 5.060000 
0.123777 0.775053 5.190000 
0.124684 -0.696402 5.420000 
0.131650 -0.068815 5.730000 
0.132031 0.519500 5.220000 
0.133000 1.047006 5.950000 
0.133125 -0.414920 5.170000 
0.133385 -0.841269 5.670000 
0.137664 -0.851542 4.760000 
0.137727 0.586344 5.870000 
0.138240 -1.098608 4.340000 
0.138299 -1.098736 4.510000 
0.138887 0.922435 5.600000 
0.139270 0.951803 4.740000 
0.141938 0.121646 5.670000 
0.142796 0.354446 5.370000 
0.143419 -1.099886 5.070000 
0.144657 1.098560 4.190000 
0.145384 0.958306 5.920000 
0.147550 -0.515637 5.550000 
0.150961 -0.913846 5.570000 
0.154377 -0.062454 5.200000 
0.155684 0.009076 5.940000 
0.156290 -0.837532 5.520000 
0.158324 0.945626 5.090000 
0.159731 1.053088 5.800000 
0.161076 0.776693 5.150000 
0.161108 0.266089 5.880000 
0.161526 0.588745 4.350000 
0.161959 0.940886 3.680000 
0.163523 -0.432017 5.600000 
0.163592 0.618068 5.430000 
0.168831 0.511821 4.350000 
0.171521 0.861614 5.440000 
0.172202 0.538860 3.270000 
0.172348 0.371131 5.880000 
0.174521 -0.781598 6.000000 
0.174804 0.374413 5.430000 
0.176980 -1.037449 5.900000 
0.177401 0.986965 2.250000 
0.178192 -0.075701 5.900000 
0.180033 0.688908 5.310000 
0.180890 -0.804091 4.600000 
0.182846 -0.985900 5.710000 
0.184214 1.154674 5.820000 
0.184181 0.881821 4.810000 
0.185905 -1.142414 5.390000 
0.186887 -1.051556 5.990000 
0.189741 -1.002687 4.370000 
0.190295 0.820948 4.960000 
0.190768 -0.313671 2.050000 
0.191840 -0.209392 6.000000 
0.193390 -0.184918 4.770000 
0.193435 -0.670335 5.900000 
0.194525 0.835598 5.660000 
0.195786 0.842934 4.480000 
0.195786 -0.383825 5.230000 
0.196703 -0.744599 5.940000 
0.198255 0.963997 5.420000 
0.200011 1.308934 5.650000 
0.200232 -0.829695 5.800000 
0.202138 -0.392831 5.500000 
0.203699 0.270341 5.410000 
0.205769 0.209228 5.510000 
0.207152 0.423779 4.090000 
0.207378 0.117900 5.980000 
0.208790 -0.314976 5.700000 
0.209250 1.306482 5.430000 
0.210087 -0.378875 5.570000 
0.210894 1.268565 5.860000 
0.211290 0.127655 5.920000 
0.211693 0.092411 5.750000 
0.212595 -1.307474 5.080000 
0.213001 0.132632 4.420000 
0.213724 0.889770 4.910000 
0.214301 0.295911 5.070000 
0.214933 1.009261 3.450000 
0.215385 -0.421010 5.900000 
0.216238 -0.236435 5.600000 
0.217979 0.717182 4.540000 
0.218251 0.483878 5.550000 
0.218272 0.483869 5.550000 
0.219292 -0.185526 5.170000 
0.221722 -0.889646 5.230000 
0.222048 1.121513 5.370000 
0.230414 -0.418727 5.470000 
0.231870 -0.019721 4.760000 
0.232256 1.067003 4.800000 
0.234566 -1.097086 5.750000 
0.238777 0.335139 5.800000 
0.240778 1.461001 5.590000 
0.240446 0.412627 5.500000 
0.240681 1.029459 4.820000 
0.240559 -1.213267 5.460000 
0.243640 -0.127980 5.870000 
0.245026 -0.196385 5.340000 
0.247938 1.033094 4.630000 
0.248138 1.059894 2.180000 
0.248258 0.672160 3.870000 
0.248459 1.053718 5.550000 
0.250212 0.408949 4.400000 
0.252965 0.506238 5.430000 
0.254724 0.592778 5.990000 
0.256075 1.158230 5.970000 
0.256278 -0.512131 4.310000 
0.256834 -0.198365 5.620000 
0.268045 -0.678971 5.590000 
0.273005 -0.550433 5.510000 
0.274712 0.555313 5.500000 
0.274651 -0.809539 5.390000 
0.275107 0.721823 5.940000 
0.275228 0.137952 4.280000 
0.275648 -0.084165 5.400000 
0.278293 1.066139 5.960000 
0.280097 0.916533 5.990000 
0.281384 1.074958 5.840000 
0.284599 0.261097 5.640000 
0.287196 0.375010 5.320000 
0.287251 0.374875 5.540000 
0.288890 -0.815144 3.320000 
0.288924 -0.171478 5.580000 
0.294229 -1.077952 5.350000 
0.296273 -0.170539 5.710000 
0.296369 -0.723834 5.210000 
0.297101 0.362198 5.570000 
0.297414 0.767142 5.040000 
0.298585 0.958731 5.170000 
0.298904 0.098851 5.510000 
0.298918 -0.963981 3.980000 
0.299843 1.017074 5.780000 
0.299849 -0.177463 3.460000 
0.301988 1.505369 4.240000 
0.303917 0.824727 4.260000 
0.304891 0.621913 2.080000 
0.305248 0.343337 5.560000 
0.307438 0.734669 5.670000 
0.307456 0.444549 5.800000 
0.308453 0.042930 5.950000 
0.309089 1.200572 5.320000 
0.310935 0.962737 4.340000 
0.310908 0.548686 5.160000 
0.311176 0.658624 5.790000 
0.312406 1.120719 5.560000 
0.312378 0.367355 4.660000 
0.313296 0.525385 4.520000 
0.313565 1.134962 5.570000 
0.313536 -0.039042 5.930000 
0.316470 1.390666 5.590000 
0.318008 -0.660469 5.940000 
0.322300 0.132456 5.200000 
0.322400 0.429294 4.670000 
0.324037 0.281816 5.970000 
0.325204 -0.138030 5.150000 
0.327041 0.017241 5.700000 
0.328593 -0.794430 4.970000 
0.331103 -1.201897 4.250000 
0.333334 1.252310 5.910000 
0.334827 -0.043394 5.430000 
0.340045 0.063326 5.150000 
0.347354 0.476069 4.750000 
0.350143 1.016512 5.000000 
0.354585 0.501796 5.220000 
0.359941 0.794825 4.870000 
0.364576 0.357478 5.980000 
0.364950 -0.539851 5.830000 
0.365751 0.658458 5.590000 
0.367189 -0.142578 3.610000 
0.368580 -0.120436 5.920000 
0.370015 -0.723932 5.420000 
0.371755 -1.123233 5.910000 
0.374150 -0.254548 4.910000 
0.375185 1.051475 2.680000 
0.375780 1.189244 4.720000 
0.376960 0.334847 5.350000 
0.377265 0.758679 5.980000 
0.378881 0.336035 5.500000 
0.379557 -0.227631 5.510000 
0.383141 0.792692 4.830000 
0.386091 -0.755798 3.440000 
0.391514 -0.377253 5.110000 
0.393819 0.820623 5.260000 
0.394092 0.107466 4.840000 
0.394909 -0.457163 5.930000 
0.398931 1.226489 5.830000 
0.398672 -0.856235 3.940000 
0.399771 0.268063 3.630000 
0.400746 -0.528289 5.790000 
0.406031 -0.643170 5.500000 
0.408398 1.018174 5.720000 
0.409471 -0.122372 5.760000 
0.410600 1.033962 4.690000 
0.412007 0.650113 5.900000 
0.413455 -0.273357 5.620000 
0.414325 0.322420 5.900000 
0.419101 0.304502 5.950000 
0.419360 -0.268537 5.410000 
0.420034 -0.521731 5.700000 
0.423019 0.722857 4.100000 
0.424267 0.212138 5.550000 
0.425371 -1.479462 5.670000 
0.426842 -0.998733 0.540000 
0.427487 -1.448085 5.880000 
0.428264 0.848907 3.590000 
0.428899 1.012068 5.540000 
0.430129 -0.637289 5.940000 
0.430800 1.274913 5.280000 
0.431918 -0.371077 5.580000 
0.434170 0.774875 5.010000 
0.435540 0.286560 5.990000 
0.435910 -0.980575 5.850000 
0.435931 -0.980521 5.760000 
0.439525 0.708398 4.970000 
0.439886 0.755878 5.640000 
0.443163 0.096009 4.440000 
0.444180 0.524629 5.960000 
0.444515 -0.197410 5.800000 
0.444793 0.743935 4.960000 
0.444649 -1.060742 5.700000 
0.445798 -0.642596 5.710000 
0.445958 0.615354 5.640000 
0.446212 -0.563963 5.260000 
0.447409 1.187715 5.570000 
0.447677 -0.937715 5.520000 
0.447834 0.353970 5.240000 
0.448793 -0.064167 4.990000 
0.450025 1.232726 5.180000 
0.451630 1.056979 5.780000 
0.453010 0.884863 4.040000 
0.454635 -0.277916 3.490000 
0.460458 0.160060 4.270000 
0.461505 -0.437003 5.330000 
0.463025 -0.099826 5.360000 
0.463435 -0.886669 5.490000 
0.463449 -0.933896 5.040000 
0.470948 1.114585 5.620000 
0.472639 0.296149 5.860000 
0.473712 0.064554 5.910000 
0.474727 0.662596 5.940000 
0.474903 0.570752 5.790000 
0.478713 -0.186273 4.660000 
0.481205 0.388990 5.830000 
0.484339 0.192967 5.930000 
0.484408 -0.876020 5.940000 
0.484840 0.906579 5.960000 
0.486897 -0.180141 3.730000 
0.489384 0.962667 5.530000 
0.490088 0.886673 5.700000 
0.493029 -0.295228 5.790000 
0.494048 0.516449 3.420000 
0.494987 0.711055 5.400000 
0.495980 0.336955 3.880000 
0.495980 0.336991 4.640000 
0.496061 0.055862 4.620000 
